Chave_Parcela_Idade;Talhao;Parcela;Idade_meses;Area_parc;Cova;Fuste;Fila;Viva;Falha;dap;altura;Dom;Hd;dg;Gi;G;treino;altura_reta;altura_parabola;altura_curtis;altura_stofells;altura_hericksen;altura_gompertz;altura_logistico;altura_chapman_richards;Estrato
PR4T10-1-51;PR4T10;1;51;319.94;12;1;2;1;0;18.8;24.8;D;24.8;15.73356285;0.027759113;7.292169345;1;25.08197226406675;25.651745336000857;24.185012165374882;24.678690293203715;24.669945963567393;20.275549116839738;25.328092155700215;24.983397061961345;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;12;1;2;1;0;16.7;21.0;D;21.06666667;14.24809929;0.021903969;5.980210245;1;23.24433621765688;23.013584521762436;23.064969377613703;23.119117913262833;23.25894685810202;19.49208816270378;23.199400306452777;23.284812181936672;PR4T10
PR4T10-2-32;PR4T10;2;32;252.77;6;1;1;1;0;13.0;19.1;N;20.46666667;13.54145151;0.013273229;6.267400908;1;20.0065965168395;19.69935487222154;20.440011225519008;20.13831887371518;20.275380340179616;17.75841731480655;19.87480467444027;20.063705154890346;PR4T10
PR4T10-1-32;PR4T10;1;32;319.94;12;1;2;1;0;15.2;20.0;D;20.1;13.05388242;0.018145839;5.438061141;1;21.931739041649834;21.46484916101054;22.1186919644179;21.950530401986406;22.137833782421986;18.846737339039542;21.789341289790418;22.0178906556;PR4T10
PR4T10-1-51;PR4T10;1;51;319.94;7;1;2;1;0;16.6;23.7;N;24.8;15.73356285;0.021642432;7.292169345;1;23.156829739256416;22.901633066060725;23.006061619327678;23.04271794049999;23.18740083102773;19.45137495125546;23.10262071920608;23.201827413597346;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;6;1;1;1;0;14.0;20.4;N;22.2;15.03749858;0.015393804;7.728731802;1;20.8816613008442;20.427260004917212;21.25189682436198;20.977857620769587;21.158182494978874;18.274781280225966;20.723255185214917;20.967375873209225;PR4T10
PR4T10-2-32;PR4T10;2;32;252.77;10;1;2;1;0;14.3;20.0;N;20.46666667;13.54145151;0.016060607;6.267400908;1;21.14418073604561;20.669874032898196;21.478864015915427;21.224424957017465;21.41075120056467;18.422570473365568;20.984784157721162;21.233321951081322;PR4T10
PR4T10-2-51;PR4T10;2;51;252.77;6;1;1;1;0;15.0;22.7;N;24.53333333;16.26152738;0.017671459;9.038153387;1;21.756726084848896;21.27948558977843;21.98157086468747;21.79087864653033;21.980051638667355;18.75493403638952;21.60792582323789;21.845207735733148;PR4T10
PR4T10-1-32;PR4T10;1;32;319.94;2;1;1;1;0;13.8;18.8;N;20.1;13.05388242;0.014957123;5.438061141;1;20.70664834404326;20.271733342204833;21.09650530481272;20.812159941348252;20.986778419838274;18.174445788636156;20.55071582120323;20.78879259042236;PR4T10
PR4T10-1-51;PR4T10;1;51;319.94;8;1;2;1;0;12.0;21.0;N;24.8;15.73356285;0.011309734;7.292169345;1;19.1315317328348;19.095770191691415;19.53192882458798;19.269249494841098;19.321881374324885;17.204702483396694;19.061091370008196;19.131353572308555;PR4T10
PR4T10-2-51;PR4T10;2;51;252.77;10;1;2;1;0;17.7;24.2;N;24.53333333;16.26152738;0.024605739;9.038153387;1;24.11940100166158;24.201475327470632;23.624831163844934;23.872121623573815;23.951722144443735;19.881840247166252;24.18977691547091;24.10385293951382;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;2;1;1;1;0;15.2;20.1;N;21.06666667;14.24809929;0.018145839;5.980210245;1;21.931739041649834;21.46484916101054;22.1186919644179;21.950530401986406;22.137833782421986;18.846737339039542;21.789341289790418;22.0178906556;PR4T10
PR4T10-2-61;PR4T10;2;61;252.77;8;1;2;1;0;13.1;21.7;N;26.36666667;16.90634631;0.013478218;9.769145087;1;20.09410299523997;19.766550965143658;20.52527608699908;20.223547535385947;20.366663374583915;17.811717921758202;19.958062567239192;20.155311916881136;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;7;1;2;1;0;15.1;20.0;N;21.06666667;14.24809929;0.017907864;5.980210245;1;21.844232563249363;21.371545773133658;22.050478873837395;21.870823172590914;22.059203941169017;18.80100916142609;21.69844396104523;21.93166519955362;PR4T10
PR4T10-1-51;PR4T10;1;51;319.94;5;1;1;1;0;15.2;22.9;N;24.8;15.73356285;0.018145839;7.292169345;1;21.931739041649834;21.46484916101054;22.1186919644179;21.950530401986406;22.137833782421986;18.846737339039542;21.789341289790418;22.0178906556;PR4T10
PR4T10-2-32;PR4T10;2;32;252.77;1;1;1;1;0;11.0;18.1;N;20.46666667;13.54145151;0.009503318;6.267400908;1;18.25646694883011;18.616505963326837;18.510611799806252;18.367008160636015;18.28536898751769;16.612815061328313;18.280693064521824;18.166897950179663;PR4T10
PR4T10-2-61;PR4T10;2;61;252.77;10;1;2;1;0;18.3;25.8;N;26.36666667;16.90634631;0.026302199;9.769145087;1;24.644439872064396;24.973883627935017;23.93711509080017;24.31477025021216;24.348838173802605;20.100997091522373;24.804182936529724;24.586268320899187;PR4T10
PR4T10-2-61;PR4T10;2;61;252.77;14;1;3;1;0;19.0;26.3;D;26.36666667;16.90634631;0.028352874;9.769145087;1;25.256985220867683;25.931592450878778;24.28120139082186;24.82303964898685;24.796004046764452;20.34336759637856;25.54074131712137;25.141045801638384;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;15;1;3;1;0;16.4;21.9;D;22.2;15.03749858;0.021124069;7.728731802;1;22.98181678245547;22.681459768222258;22.88655574160897;22.889295566746746;23.043006606141148;19.368978288542074;22.910271049240297;23.035246836566593;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;8;1;2;1;0;11.0;17.7;N;21.06666667;14.24809929;0.009503318;5.980210245;1;18.25646694883011;18.616505963326837;18.510611799806252;18.367008160636015;18.28536898751769;16.612815061328313;18.280693064521824;18.166897950179663;PR4T10
PR4T10-2-61;PR4T10;2;61;252.77;7;1;2;1;0;15.7;23.9;N;26.36666667;16.90634631;0.019359279;9.769145087;1;22.369271433652184;21.950014168219784;22.4496820078387;22.345584903978256;22.523381275744534;19.07022742157347;22.24957162763378;22.445611614236803;PR4T10
PR4T10-2-51;PR4T10;2;51;252.77;2;1;1;1;0;17.0;21.7;N;24.53333333;16.26152738;0.022698007;9.038153387;1;23.50685565285829;23.356898115997513;23.238404010056165;23.347094407087752;23.47104227152459;19.612307686536692;23.492178393809642;23.532564813049923;PR4T10
PR4T10-1-51;PR4T10;1;51;319.94;1;1;1;1;0;16.6;23.3;N;24.8;15.73356285;0.021642432;7.292169345;1;23.156829739256416;22.901633066060725;23.006061619327678;23.04271794049999;23.18740083102773;19.45137495125546;23.10262071920608;23.201827413597346;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;1;1;1;1;0;17.2;25.9;N;27.83333333;16.36663272;0.023235219;7.890804077;1;23.68186860965923;23.591989868095837;23.351360620988462;23.498076562448958;23.61036991476579;19.6908710775633;23.68941362937002;23.696748364237152;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;10;1;2;1;0;18.4;27.1;D;27.83333333;16.36663272;0.02659044;7.890804077;1;24.731946350464867;25.10696956050487;23.98756489781241;24.387907897148494;24.413755924103896;20.136486731219385;24.908090563838755;24.666042927677314;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;3;1;1;1;0;10.2;20.5;N;27.83333333;16.36663272;0.008171282;7.890804077;1;17.556415121626348;18.32260530619437;17.598207499303665;17.618361057471432;17.385894502916493;16.111523950396656;17.679442730007853;17.36943587642514;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;7;1;2;1;0;14.2;20.5;N;22.2;15.03749858;0.015836769;7.728731802;1;21.05667425764514;20.587759485716212;21.404007708713486;21.142496129316886;21.327155224524965;18.373667553641607;20.897243151786174;21.14492702910351;PR4T10
PR4T10-2-32;PR4T10;2;32;252.77;15;1;3;1;0;14.9;20.4;D;20.46666667;13.54145151;0.017436625;6.267400908;1;21.66921960644843;21.188668610944863;21.911957606163146;21.710694528256504;21.900369885391186;18.70851047069543;21.51778529452168;21.758516088139697;PR4T10
PR4T10-1-32;PR4T10;1;32;319.94;25;1;5;1;0;14.7;19.7;D;20.1;13.05388242;0.016971669;5.438061141;1;21.494206649647488;21.010764266842685;21.770573032377676;21.549598143065115;21.739389358559485;18.614612132043632;21.33863076994259;21.58442136094455;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;22;1;4;1;0;17.3;22.4;D;22.2;15.03749858;0.023506182;7.728731802;1;23.769375088059704;23.71140055092749;23.407060524596666;23.573272062023293;23.679427370186815;19.729683063505497;23.78865135974199;23.778549514992733;PR4T10
PR4T10-1-51;PR4T10;1;51;319.94;24;1;4;1;0;20.0;25.4;D;24.8;15.73356285;0.031415927;7.292169345;1;26.132050004872383;27.405420296567737;24.738440428423488;25.534780768895736;25.407029142932977;20.665904385524012;26.631069135652105;25.919401526373782;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;9;1;2;1;0;14.0;19.4;N;21.06666667;14.24809929;0.015393804;5.980210245;1;20.8816613008442;20.427260004917212;21.25189682436198;20.977857620769587;21.158182494978874;18.274781280225966;20.723255185214917;20.967375873209225;PR4T10
PR4T10-2-61;PR4T10;2;61;252.77;2;1;1;1;0;17.7;22.9;N;26.36666667;16.90634631;0.024605739;9.769145087;1;24.11940100166158;24.201475327470632;23.624831163844934;23.872121623573815;23.951722144443735;19.881840247166252;24.18977691547091;24.10385293951382;PR4T10
PR4T10-1-32;PR4T10;1;32;319.94;10;1;2;1;0;14.2;19.4;N;20.1;13.05388242;0.015836769;5.438061141;1;21.05667425764514;20.587759485716212;21.404007708713486;21.142496129316886;21.327155224524965;18.373667553641607;20.897243151786174;21.14492702910351;PR4T10
PR4T10-2-61;PR4T10;2;61;252.77;9;1;2;1;0;18.7;26.1;D;26.36666667;16.90634631;0.027464588;9.769145087;1;24.99446578566628;25.513686585344374;24.136292039090904;24.606257171466645;24.60641313190964;20.241214377799423;25.222432433164073;24.90431754024355;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;9;1;2;1;0;17.1;22.3;D;22.2;15.03749858;0.022965828;7.728731802;1;23.594362131258762;23.47382238978585;23.295144134267588;23.42268456650568;23.540909789691078;19.651746529478316;23.590589883056136;23.61475399336455;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;6;2;1;1;0;13.8;20.3;N;22.2;15.03749858;0.014957123;7.728731802;1;20.70664834404326;20.271733342204833;21.09650530481272;20.812159941348252;20.986778419838274;18.174445788636156;20.55071582120323;20.78879259042236;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;12;1;2;1;0;19.4;27.8;D;27.83333333;16.36663272;0.029559245;7.890804077;1;25.607011134469566;26.506205134894497;24.468720618022516;25.10970725410528;25.04418755896409;20.475650593262316;25.971410695142023;25.454336963105305;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;8;1;2;1;0;12.4;22.4;N;27.83333333;16.36663272;0.012076282;7.890804077;1;19.481557646436684;19.3222856096436;19.907719772289745;19.620637875559318;19.71248612847438;17.430731186401147;19.3825005788385;19.507940134805384;PR4T10
PR4T10-1-32;PR4T10;1;32;319.94;3;1;1;1;0;8.4;16.3;N;20.1;13.05388242;0.005541769;5.438061141;0;15.981298510417894;17.952238685713695;15.163080328609254;15.830469664899491;15.073034726370782;14.893723980075457;16.39794325217606;15.475912030645553;PR4T10
PR4T10-1-51;PR4T10;1;51;319.94;6;1;1;1;0;16.3;23.5;N;24.8;15.73356285;0.020867244;7.292169345;0;22.894310304055004;22.57323792608551;22.82594178919187;22.812269500505344;22.970147799816864;19.327291473237757;22.814697605121477;22.951647539543636;PR4T10
PR4T10-2-32;PR4T10;2;32;252.77;8;1;2;1;0;10.4;17.3;N;20.46666667;13.54145151;0.008494867;6.267400908;0;17.73142807842729;18.38862124334755;17.835001044879395;17.807923080057755;17.61721007583715;16.239166263957777;17.827875515028612;17.5711113140912;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;4;1;1;1;0;9.2;16.6;N;21.06666667;14.24809929;0.00664761;5.980210245;0;16.68135033762165;18.067117891727776;16.3177108078638;16.6443987774857;16.156724908303552;15.450203516437472;16.955611798676646;16.335956204044034;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;1;1;1;1;0;14.3;19.9;N;21.06666667;14.24809929;0.016060607;5.980210245;0;21.14418073604561;20.669874032898196;21.478864015915427;21.224424957017465;21.41075120056467;18.422570473365568;20.984784157721162;21.233321951081322;PR4T10
PR4T10-2-32;PR4T10;2;32;252.77;3;1;1;1;0;13.7;21.2;N;20.46666667;13.54145151;0.014741138;6.267400908;0;20.61914186564279;20.195834817631127;21.0175472876549;20.728906970251707;20.900142563796628;18.12373143629278;20.464985592200478;20.699107342955287;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;2;1;1;1;0;16.0;19.9;N;22.2;15.03749858;0.020106193;7.728731802;0;22.631790868853592;22.256031626805196;22.640557834812146;22.57990920940985;22.74885887859051;19.200257112104484;22.53036281475222;22.699592139254403;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;9;1;2;1;0;15.7;25.2;N;27.83333333;16.36663272;0.019359279;7.890804077;0;22.369271433652184;21.950014168219784;22.4496820078387;22.345584903978256;22.523381275744534;19.07022742157347;22.24957162763378;22.445611614236803;PR4T10
PR4T10-1-51;PR4T10;1;51;319.94;9;1;2;1;0;14.8;22.7;N;24.8;15.73356285;0.017203361;7.292169345;0;21.58171312804796;21.099094836632943;21.841628571247398;21.63026848443537;21.82015155061005;18.661736988515194;21.42802079964875;21.671588045595623;PR4T10
PR4T10-2-51;PR4T10;2;51;252.77;8;1;2;1;0;12.8;21.5;N;24.53333333;16.26152738;0.012867964;9.038153387;0;19.831583560038563;19.56869229994227;20.266587614747223;19.966973851063937;20.090688614248045;17.650693806322636;19.70932940590042;19.87962950275887;PR4T10
PR4T10-2-51;PR4T10;2;51;252.77;9;1;2;1;0;18.1;24.4;D;24.53333333;16.26152738;0.025730429;9.038153387;0;24.469426915263462;24.711441376360266;23.834870034797675;24.167954674711464;24.217931607014307;20.029136486317537;24.59766626915141;24.426186425047124;PR4T10
PR4T10-1-32;PR4T10;1;32;319.94;8;1;2;1;0;9.8;16.3;N;20.1;13.05388242;0.007542964;5.438061141;0;17.20638920802447;18.205491886147865;17.105991187509545;17.234160509940093;16.909335847024774;15.851607562254504;17.38627437074702;16.9612077724597;PR4T10
PR4T10-2-32;PR4T10;2;32;252.77;9;1;2;1;0;15.2;20.5;D;20.46666667;13.54145151;0.018145839;6.267400908;0;21.931739041649834;21.46484916101054;22.1186919644179;21.950530401986406;22.137833782421986;18.846737339039542;21.789341289790418;22.0178906556;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;8;1;2;1;0;11.6;19.0;N;22.2;15.03749858;0.010568318;7.728731802;0;18.781505819232926;18.88914604608572;19.138062210568965;18.912562774488173;18.91803328618331;16.972561658221125;18.745011909003775;18.749638819630892;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;7;1;2;1;0;17.3;26.4;N;27.83333333;16.36663272;0.023506182;7.890804077;0;23.769375088059704;23.71140055092749;23.407060524596666;23.573272062023293;23.679427370186815;19.729683063505497;23.78865135974199;23.778549514992733;PR4T10
PR4T10-2-32;PR4T10;2;32;252.77;22;1;4;1;0;15.1;20.5;D;20.46666667;13.54145151;0.017907864;6.267400908;0;21.844232563249363;21.371545773133658;22.050478873837395;21.870823172590914;22.059203941169017;18.80100916142609;21.69844396104523;21.93166519955362;PR4T10
PR4T10-1-32;PR4T10;1;32;319.94;9;1;2;1;0;12.8;18.4;N;20.1;13.05388242;0.012867964;5.438061141;0;19.831583560038563;19.56869229994227;20.266587614747223;19.966973851063937;20.090688614248045;17.650693806322636;19.70932940590042;19.87962950275887;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;10;1;2;1;0;15.5;20.3;D;21.06666667;14.24809929;0.018869191;5.980210245;0;22.194258476851246;21.752218551771122;22.319262177895872;22.18825071668187;22.370656392816848;18.98185536807229;22.06432433968484;22.27519622583486;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;10;1;2;1;0;16.1;21.7;N;22.2;15.03749858;0.020358306;7.728731802;0;22.719297347254063;22.36052385537698;22.702951191980706;22.657578238694555;22.82307954049226;19.24293253704951;22.624745147631163;22.78382201376026;PR4T10
PR4T10-2-61;PR4T10;2;61;252.77;22;1;4;1;0;19.6;26.7;D;26.36666667;16.90634631;0.030171856;9.769145087;0;25.782024091270507;26.80097070403229;24.560130419954213;25.252045737429988;25.166366862825114;20.540143687652254;26.18946101645196;25.60999876983269;PR4T10
PR4T10-1-51;PR4T10;1;51;319.94;2;1;1;1;0;17.1;24.7;N;24.8;15.73356285;0.022965828;7.292169345;0;23.594362131258762;23.47382238978585;23.295144134267588;23.42268456650568;23.540909789691078;19.651746529478316;23.590589883056136;23.61475399336455;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;6;1;1;1;0;17.2;26.3;N;27.83333333;16.36663272;0.023235219;7.890804077;0;23.68186860965923;23.591989868095837;23.351360620988462;23.498076562448958;23.61036991476579;19.6908710775633;23.68941362937002;23.696748364237152;PR4T10
PR4T10-1-41;PR4T10;1;41;319.94;24;1;4;1;0;18.2;21.9;D;21.06666667;14.24809929;0.026015529;5.980210245;0;24.556933393663925;24.842040899886808;23.886218749119397;24.24145298662529;24.283564708025857;20.06521426961215;24.700708774386808;24.506316609548502;PR4T10
PR4T10-1-32;PR4T10;1;32;319.94;7;1;2;1;0;13.5;18.9;N;20.1;13.05388242;0.014313882;5.438061141;0;20.44412890884185;20.047767382048683;20.85704048681487;20.561578444141755;20.724957381593978;18.021203439345477;20.294596549295026;20.51893611394063;PR4T10
PR4T10-1-61;PR4T10;1;61;319.94;5;1;1;1;0;16.2;25.5;N;27.83333333;16.36663272;0.020611989;7.890804077;0;22.806803825654534;22.466259288470418;22.764743032826424;22.735031025277728;22.896840628786222;19.285276775205983;22.719522858992732;22.86783986838654;PR4T10
PR4T10-2-51;PR4T10;2;51;252.77;1;1;1;1;0;12.3;22.5;N;24.53333333;16.26152738;0.011882289;9.038153387;0;19.394051168036214;19.26379194837307;19.815402034375552;19.533273714537277;19.616029101875526;17.37479467171353;19.301643723687576;19.414261319766766;PR4T10
PR4T10-2-51;PR4T10;2;51;252.77;3;1;1;1;0;17.5;25.1;N;24.53333333;16.26152738;0.024052819;9.038153387;0;23.944388044860638;23.95395153015575;23.516938190460884;23.723080123113593;23.81635275932134;19.80637631020863;23.988375716825978;23.94157840345326;PR4T10
PR4T10-2-41;PR4T10;2;41;252.77;1;1;1;1;0;11.8;20.5;N;22.2;15.03749858;0.010935884;7.728731802;0;18.956518776033867;18.989971709845257;19.337330659299752;19.091584587431424;19.12166863290902;17.08939857204833;18.90239097942295;18.941152385029735;PR4T10
PR5T11-2-26;PR5T11;2;26;319.72;3;1;1;1;0;8.1;10.8;N;12.4;9.469952481;0.005152997;2.863907778;1;11.487528421146644;11.837521023676736;12.120629452971208;11.684370215134157;11.47019311938704;11.762078073603549;11.725084582177837;11.281834808438031;PR5T11
PR5T11-3-47;PR5T11;3;47;280.32;3;1;1;1;0;14.7;18.7;N;19.13333333;14.38180669;0.016971669;6.374635778;1;19.171711035821733;18.771537266939063;19.19966853601705;19.036228938308316;19.583462031214076;18.836820556196773;18.868360859070723;19.231159053928362;PR5T11
PR5T11-1-47;PR5T11;1;47;285.1;5;1;1;1;0;7.2;14.1;N;25.2;16.78195459;0.004071504;7.758499697;1;10.439685337327314;11.097444950850736;10.663696892362717;10.609941401133355;9.866783712259238;10.964379681225095;10.931726768883223;10.15319095807012;PR5T11
PR5T11-3-36;PR5T11;3;36;280.32;9;1;2;1;0;12.6;13.2;N;13.76666667;11.99886358;0.012468981;4.43719703;1;16.726743840243298;16.277599135961914;17.475595384058625;16.778517386603347;17.48497094739409;16.346705868382408;16.347306272701026;16.753171704321062;PR5T11
PR5T11-3-26;PR5T11;3;26;280.32;6;1;1;1;0;9.4;11.4;D;11.5;7.733951125;0.006939778;1.675863504;1;13.00107954221901;12.993578872068355;13.965590369562817;13.19914435177223;13.496465223597689;12.983334289404887;12.947988420603991;12.889290912825471;PR5T11
PR5T11-3-56;PR5T11;3;56;280.32;10;1;2;1;0;15.0;20.6;N;23.6;15.45603736;0.017671459;7.362491388;1;19.52099206376151;19.149731113108654;19.41767112060385;19.353810753291402;19.85848645032366;19.21110468038264;19.24602568859053;19.58199158710321;PR5T11
PR5T11-2-47;PR5T11;2;47;319.72;22;1;4;1;0;16.7;20.5;D;20.4;14.86656031;0.021903969;7.058045005;1;21.500251222086913;21.396326379004947;20.54260274442961;21.132510212201048;21.319984341349212;21.420077677876023;21.461766723500165;21.556554084287104;PR5T11
PR5T11-3-47;PR5T11;3;47;280.32;18;1;3;1;0;16.8;19.0;D;19.13333333;14.38180669;0.022167078;6.374635778;1;21.616678231400172;21.533958284283656;20.603454540333495;21.236088114252986;21.401257691581165;21.554681723949383;21.595874594483956;21.672024846494033;PR5T11
PR5T11-3-56;PR5T11;3;56;280.32;4;1;1;1;0;12.6;18.5;N;23.6;15.45603736;0.012468981;7.362491388;1;16.726743840243298;16.277599135961914;17.475595384058625;16.778517386603347;17.48497094739409;16.346705868382408;16.347306272701026;16.753171704321062;PR5T11
PR5T11-1-47;PR5T11;1;47;285.1;19;1;4;1;0;19.7;25.2;D;25.2;16.78195459;0.030480517;7.758499697;1;24.993061501484682;25.790113595347712;22.157448404330786;24.194235496252016;23.569027529139603;25.683158603283495;25.636653890342373;24.99096876736171;PR5T11
PR5T11-2-56;PR5T11;2;56;319.72;10;1;2;1;0;15.8;22.3;N;23.53333333;15.45303057;0.01960668;7.625893871;1;20.452408138267582;20.1850354443912;19.96928721749037;20.195155463583404;20.5658271444153;20.231967690827695;20.273179282359457;20.513979977645285;PR5T11
PR5T11-3-36;PR5T11;3;36;280.32;2;1;1;1;0;9.2;10.9;N;13.76666667;11.99886358;0.00664761;4.43719703;1;12.768225523592491;12.809026966428732;13.700121211156935;12.968704292479014;13.203695967220948;12.790078339779631;12.753891761841865;12.643596269399293;PR5T11
PR5T11-3-56;PR5T11;3;56;280.32;2;1;1;1;0;9.6;16.3;N;23.6;15.45603736;0.007238229;7.362491388;1;13.233933560845527;13.180565996631945;14.224824016602165;13.428698453501518;13.783070456446307;13.178558528331191;13.144256840551698;13.13443626571461;PR5T11
PR5T11-4-56;PR5T11;4;56;314.28;9;1;2;1;0;18.8;25.8;N;26.86666667;17.54066703;0.027759113;9.226704083;1;23.94521841766535;24.41444538336615;21.7150966153862;23.28520013458288;22.932448119099632;24.355474031674465;24.35441567301305;23.9668385966002;PR5T11
PR5T11-3-26;PR5T11;3;26;280.32;1;1;1;1;0;5.6;8.2;N;11.5;7.733951125;0.002463009;1.675863504;1;8.57685318831517;9.903515100914012;7.671700966787239;8.636286916093441;6.44557864476435;9.640479956078915;9.626684451598194;8.10823521452357;PR5T11
PR5T11-2-36;PR5T11;2;36;319.72;27;1;4;1;0;14.6;16.8;D;16.76666667;13.18790238;0.016741547;5.554115118;1;19.055284026508474;18.646690261011187;19.125574129314064;18.930108500206842;19.490538491371424;18.713093079216563;18.743409590194364;19.114048020550452;PR5T11
PR5T11-1-26;PR5T11;1;26;285.1;3;1;1;1;0;11.5;14.1;N;13.9;11.21444381;0.010386891;2.771648356;1;15.446046737797449;15.078400223818935;16.408631964483053;15.569077193870791;16.241403964159623;15.132408907087555;15.116900919883927;15.438132367096557;PR5T11
PR5T11-2-36;PR5T11;2;36;319.72;9;1;2;1;0;11.6;15.4;N;16.76666667;13.18790238;0.010568318;5.554115118;1;15.562473747110706;15.184374283086065;16.5110247388671;15.679864914929643;16.35926829982094;15.240262570100054;15.22610885947894;15.558210910969997;PR5T11
PR5T11-3-26;PR5T11;3;26;280.32;10;1;2;1;0;7.3;10.4;N;11.5;7.733951125;0.004185387;1.675863504;1;10.556112346640571;11.177240406685213;10.833398772520004;10.730474002576852;10.05455559586948;11.051106496991062;11.017745751798879;10.279297668632179;PR5T11
PR5T11-3-36;PR5T11;3;36;280.32;8;1;2;1;0;14.5;13.9;D;13.76666667;11.99886358;0.016512996;4.43719703;1;18.938857017195218;18.5224520598143;19.050749610293042;18.823856396477467;19.396976296759618;18.58988224332565;18.618931839890134;18.99685251089082;PR5T11
PR5T11-2-26;PR5T11;2;26;319.72;6;1;1;1;0;8.7;11.5;N;12.4;9.469952481;0.005944679;2.863907778;1;12.186090477026196;12.358301285122035;13.008002947102764;12.388575743296363;12.442981555633867;12.315510001062389;12.278141092292504;12.02686838663837;PR5T11
PR5T11-1-36;PR5T11;1;36;285.1;3;1;1;1;0;15.1;19.3;N;20.06666667;14.21238896;0.017907864;5.564508798;1;19.63741907307477;19.2770133379605;19.488944278720385;19.459414946794915;19.948940243111423;19.336900513918817;19.37284061741367;19.698770961808485;PR5T11
PR5T11-4-47;PR5T11;4;47;314.28;10;1;2;1;0;15.9;22.1;N;23.53333333;16.58975588;0.019855651;8.253428123;1;20.56883514758084;20.317188107090985;20.03536068351543;20.299774148498933;20.651715414990655;20.361906570012742;20.40356202056435;20.630124265188925;PR5T11
PR5T11-2-47;PR5T11;2;47;319.72;10;1;2;1;0;15.6;20.0;N;20.4;14.86656031;0.01911345;7.058045005;1;20.219554119641064;19.92255653318461;19.835273040724704;19.98555737648216;20.392407656155854;19.97364446921043;20.01371803874266;20.281458571108793;PR5T11
PR5T11-4-56;PR5T11;4;56;314.28;6;1;1;1;0;16.9;24.4;N;26.86666667;17.54066703;0.022431757;9.226704083;1;21.73310524071343;21.672198994293353;20.66376326403861;21.33955446365079;21.48204870455052;21.68980407118916;21.730375608838596;21.787423245601108;PR5T11
PR5T11-4-47;PR5T11;4;47;314.28;6;1;1;1;0;16.0;22.2;N;23.53333333;16.58975588;0.020106193;8.253428123;1;20.6852621568941;20.449949574521757;20.100822767066784;20.404273785636285;20.73706519757205;20.49236371052717;20.53437452000008;20.74619166037874;PR5T11
PR5T11-4-47;PR5T11;4;47;314.28;2;1;1;1;0;15.4;20.5;N;23.53333333;16.58975588;0.018626503;8.253428123;1;19.98670010101455;19.662512840901993;19.69871263675168;19.775472251173294;20.216750435380604;19.717393441874208;19.75602004620416;20.04862305903263;PR5T11
PR5T11-3-36;PR5T11;3;36;280.32;10;1;2;1;0;11.0;12.6;N;13.76666667;11.99886358;0.009503318;4.43719703;1;14.863911691231154;14.557661998448168;15.879151406417114;15.012483764624587;15.63627119718442;14.600710794035354;14.57889077247741;14.836069251754468;PR5T11
PR5T11-3-26;PR5T11;3;26;280.32;5;1;1;1;0;7.2;10.3;N;11.5;7.733951125;0.004071504;1.675863504;1;10.439685337327314;11.097444950850736;10.663696892362717;10.609941401133355;9.866783712259238;10.964379681225095;10.931726768883223;10.15319095807012;PR5T11
PR5T11-4-26;PR5T11;4;26;314.28;28;1;5;1;0;11.6;13.8;D;13.9;10.66934862;0.010568318;3.413738065;1;15.562473747110706;15.184374283086065;16.5110247388671;15.679864914929643;16.35926829982094;15.240262570100054;15.22610885947894;15.558210910969997;PR5T11
PR5T11-4-56;PR5T11;4;56;314.28;5;1;1;1;0;20.2;26.7;D;26.86666667;17.54066703;0.032047387;9.226704083;1;25.575196548050975;26.575681878699967;22.389689742882855;24.695993212041333;23.910229493502285;26.43871174245536;26.357799036591306;25.557788512595224;PR5T11
PR5T11-2-26;PR5T11;2;26;319.72;28;1;5;1;0;10.4;12.4;D;12.4;9.469952481;0.008494867;2.863907778;1;14.1653496353516;13.952866684125981;15.202855175569413;14.33847636201774;14.872711504840982;13.979252790450522;13.951047339455194;14.109769197434517;PR5T11
